model_id,type_id,glb_relpath,n_annotated_parts,solver_plan,stiffness_ratio,glb_bytes,glb_sha256
28c251d0b745405fa47747e0a62071d6,000-163,glbs/000-163/28c251d0b745405fa47747e0a62071d6.glb,5,rigid_soft_coupling,76790.7,1306108,acf8907111b908f3c56022524d8d7cb0eee35ca32a609b1ddf38d35151e06c33
28c4797e041d49ceb63aff0361b2492f,000-160,glbs/000-160/28c4797e041d49ceb63aff0361b2492f.glb,18,rigid_soft_coupling,1691666.7,4674984,df6497d3bf5a5c8ae946f8661cc52b59a175f7bc4f960628b39537e69893c318
28c545f3b6b04a8e85875070d6e05e36,000-049,glbs/000-049/28c545f3b6b04a8e85875070d6e05e36.glb,5,single_domain,31.6,506400,eb857ba3e8e88c1f0d4576f9b7b75f211780f92cad42408a6ee693784bfe90a3
28c9036f0a964f0a9c452184d7c76333,000-016,glbs/000-016/28c9036f0a964f0a9c452184d7c76333.glb,72,single_domain,90.2,5226548,79f37916508a5e9d5887e9213a9741aae6871074babb0e6ce0a08c40dc49e931
28cc90c8e1e44e44a01c6bccfa045707,000-151,glbs/000-151/28cc90c8e1e44e44a01c6bccfa045707.glb,3,implicit_or_substep,23068.2,30972,2792200b589a4b9371d979b4498c23852a9c8e5a96aa3590478010985eb06bbd
28cff403e55140b1a4ac33caa6fc5c50,000-125,glbs/000-125/28cff403e55140b1a4ac33caa6fc5c50.glb,13,rigid_soft_coupling,1691666.7,1696452,bc3e1475966ee1f4d2ac3b9ec6fe01419419d17a2050f9bd257a6d10839cbe25
28d193d369964122ada085658c38bb09,000-165,glbs/000-165/28d193d369964122ada085658c38bb09.glb,11,rigid_soft_coupling,1691666.7,1156992,1f75048d55589819da872ced62258def77f84424c8ded276decc3e30b146aff0
28d53c9e4f9f48c49b883238876f7ad8,000-165,glbs/000-165/28d53c9e4f9f48c49b883238876f7ad8.glb,6,rigid_soft_coupling,76790.7,2176048,df0b11478ea1a9514cce8764300c56d9d6a114fa12d9de2eb735c8f749fd2235
28db48b3f4b6416ca2f70b0a5179eb43,000-160,glbs/000-160/28db48b3f4b6416ca2f70b0a5179eb43.glb,12,rigid_soft_coupling,1691666.7,3166652,b6e59c5be645005f730c1151a3de2faeacceef78fc9966c022bf2cebff0a7bdf
28dd3ca23e5838ef980d0f2f7a795cc3,000-163,glbs/000-163/28dd3ca23e5838ef980d0f2f7a795cc3.glb,24,rigid_soft_coupling,1691666.7,1004168,2970158229e24f285a50999cd1ad271939cd68b9b7a230cb40cac1cad924018b
28de5ed125673bb5bb7b7fb8c41ca50e,000-162,glbs/000-162/28de5ed125673bb5bb7b7fb8c41ca50e.glb,13,rigid_soft_coupling,1691666.7,483720,114b22419af46b2e7204c39a3230389a3b2c3d604063ed6d1456a5cb48aa7aa2
28e8336b2c0f466f8c771e114ef58004,000-121,glbs/000-121/28e8336b2c0f466f8c771e114ef58004.glb,12,rigid_soft_coupling,1691666.7,386568,a788c361af20aa7b05600ca7ba4426e181fcdc88bbd33d1f18abace9247f0888
28e9a53d28be4d2fbba16ef80204cd69,000-165,glbs/000-165/28e9a53d28be4d2fbba16ef80204cd69.glb,13,rigid_soft_coupling,76790.7,1042644,8c2517066fef6158f4eaa71a1e87ae995ce34f66e716f5696311146b27fc0761
28ede2d3767243489a1a0e601e52f7e8,000-167,glbs/000-167/28ede2d3767243489a1a0e601e52f7e8.glb,1,single_domain,1.0,5500,b1e9686bd02ab12d7e39edd13c47d94c04380935a89a389926173ed16af06e6e
28f1a1ab1a0e4d209f64cebfab16c770,000-163,glbs/000-163/28f1a1ab1a0e4d209f64cebfab16c770.glb,15,rigid_soft_coupling,916666.7,2024356,09547549a379324b90dfcc95b9ff6b2059d1145a8192436d8ae9b0cadbdd5057
28f2dae2c8d24746ba3f61b56f7e49d8,000-160,glbs/000-160/28f2dae2c8d24746ba3f61b56f7e49d8.glb,10,rigid_soft_coupling,916666.7,3698936,d33705dd0b26736cac95a6bcf6100d81ac87f630b9528cb4596004bfe3ede9f6
28f5d6ca1f1f4e7c9d26ae1a5e27ab9c,000-167,glbs/000-167/28f5d6ca1f1f4e7c9d26ae1a5e27ab9c.glb,2,single_domain,33.3,306888,75d9c4dbbeea69fc100c5f5c38b8d59395a81e9937c4ee6f4b209f7418e53606
28f5d9876c884e91b1831f20091736e4,000-167,glbs/000-167/28f5d9876c884e91b1831f20091736e4.glb,4,single_domain,1.8,445244,5b189498091f4aeb6e91c99b39754c78f25c2d2c4f901c36efa0da1cc92e06ea
28f8cc3b4b5141fca351835eae015946,000-150,glbs/000-150/28f8cc3b4b5141fca351835eae015946.glb,5,single_domain,1.1,2008732,b0cab358d83ef0fbc35a6ec8d9cfc73f44b75b6757baf826cfa36e471b1fa0e5
28fe68ebe9a746a2ab1495c5f7f1217c,000-167,glbs/000-167/28fe68ebe9a746a2ab1495c5f7f1217c.glb,4,single_domain,22.0,577936,73b90e4b225db61bea4792275b9ddf20d5986a64463a605ff0e8284269ab07eb
29002829bd854022b57a261847f46822,000-062,glbs/000-062/29002829bd854022b57a261847f46822.glb,8,rigid_soft_coupling,1691666.7,262536,ed4375ba89f34576d1f5f879c2a526b3bfaa554a2b44816fe7d2160778737a13
290071437195447b80111cc6088b8948,000-167,glbs/000-167/290071437195447b80111cc6088b8948.glb,6,implicit_or_substep,23068.2,149064,6a96a24ce50fdd794e907c6446229236e30747831f272a75922137b013975999
2902cac3e9e931de843adc2f0e4c3c00,000-162,glbs/000-162/2902cac3e9e931de843adc2f0e4c3c00.glb,14,rigid_soft_coupling,76790.7,887376,8b658ceb8aa86786fe4bbd5e6d5a36a9a51decfc013cb8e794c5ca19fe0d4bb8
2905a40674044bf18b8d2dc32fa185d7,000-167,glbs/000-167/2905a40674044bf18b8d2dc32fa185d7.glb,27,rigid_soft_coupling,1691666.7,977020,9f78929029285c0523b6fb2669e307b36202aa7f31807be23121a6b9a617551d
29079d9c88dc4b7198ff8cbfdd8fbc75,000-163,glbs/000-163/29079d9c88dc4b7198ff8cbfdd8fbc75.glb,10,single_domain,1.0,2324936,4c13358d6c701b59eeefdd83b71a20930a381843d50fb6ece8e83e97dd934e5a
290ad03743703ad49926369a00b569b5,000-165,glbs/000-165/290ad03743703ad49926369a00b569b5.glb,21,rigid_soft_coupling,1691666.7,722752,5c0fab9abd32c9847aa9afa83904c019941d1b9f401f195f67682c94726794ba
290c22a5901f4b18afe5320e0839a5a8,000-161,glbs/000-161/290c22a5901f4b18afe5320e0839a5a8.glb,9,rigid_soft_coupling,76790.7,2413636,af61e69d3cc020fac8c05eaf8ccb22ad6bae0b3af8e694345af3451259904986
290c2ee2e0a2436ab9874b95ef26501a,000-165,glbs/000-165/290c2ee2e0a2436ab9874b95ef26501a.glb,4,rigid_soft_coupling,1637500.0,1400308,6c7de353972cd73fea0ed8216cfa0344de6d190c93a41efe46f93c27b99f34fd
2913e24c7de84a2b99d4c2cb96fe45d7,000-134,glbs/000-134/2913e24c7de84a2b99d4c2cb96fe45d7.glb,15,rigid_soft_coupling,1691666.7,1788036,171dcf6c98298cee46e5f79085be7a69b075996894639a43cde57fdd0cc3a173
2914650f03b04d96a1d381cfb7165d92,000-164,glbs/000-164/2914650f03b04d96a1d381cfb7165d92.glb,6,single_domain,11.9,1739892,452d4f405453e892ddcf5e1b3ddac8d239b2ab76c71559af7a15844374943402
2916bc85ea9e4bc397e71e6efc7f23c8,000-160,glbs/000-160/2916bc85ea9e4bc397e71e6efc7f23c8.glb,13,rigid_soft_coupling,1691666.7,9057768,e9108f123d4570d5bccaf4ec492489b2122e21f0dc6be5b79b1b54ea2eb5ce98
291e95241c36485ab489ad83000b4289,000-162,glbs/000-162/291e95241c36485ab489ad83000b4289.glb,27,rigid_soft_coupling,1691666.7,2832828,61540f677ddb7d60935eaa27f3a61ec6c768e9ddc6cf08c0c0e2140ff06ea147
2927e37326b645309048be1c82e4ad83,000-163,glbs/000-163/2927e37326b645309048be1c82e4ad83.glb,4,single_domain,1.0,1543368,c5f45f158185a7fc566ef307a9cc9e45caaf0e705c16073e46dcd3880f220ab2
292b4b0d09c34092bebd0a916bc4d8e3,000-064,glbs/000-064/292b4b0d09c34092bebd0a916bc4d8e3.glb,3,single_domain,1.0,1156656,0424916e6e43eaa75f062683b807d9f817e9bd9fc31a87288ca272198434b34e
292c2ef0f04f4d1db051b12dd7c47ff7,000-163,glbs/000-163/292c2ef0f04f4d1db051b12dd7c47ff7.glb,17,rigid_soft_coupling,1691666.7,2170140,0919c1b6b9e0dd6b5dc4101c7a3d5fb6a7e1013a8c401c4d18f94d261b9a7031
2930251130a1414fa3811183acdf7043,000-027,glbs/000-027/2930251130a1414fa3811183acdf7043.glb,10,rigid_soft_coupling,1691666.7,1503384,fde3211c0f2b5b091addcf8481216b72ad5fa49400e90a806bc40591eaa044d1
293551fc6ad84ad4957217dff749276d,000-167,glbs/000-167/293551fc6ad84ad4957217dff749276d.glb,4,implicit_or_substep,23068.2,43116,241f0f2726b7cabba7a22064668893bc5d4d6c353cb1396d225e93d7e41a5870
29392dd175444772881f62436af56397,000-065,glbs/000-065/29392dd175444772881f62436af56397.glb,32,single_domain,90.2,2797336,db44871985a4a3946f797d4f33b63ab0e2f5b7968044da05dbcca8cb9484e35c
293a53e309ac4041881c49f0f751ddf4,000-163,glbs/000-163/293a53e309ac4041881c49f0f751ddf4.glb,11,rigid_soft_coupling,916666.7,1040456,ed9a8373b59f2562df4f5f65568c947901fe6b4f5fe635d83908b502239fc0ab
293b0f6170f14e66b38170c3cf3c290e,000-163,glbs/000-163/293b0f6170f14e66b38170c3cf3c290e.glb,14,rigid_soft_coupling,1691666.7,1712312,6b41e471ee0771a94c7fe14691af9c7b2371b8df07dc4d5306d6d35bb52c2ab9
293bb490c47646c59baa2e2998685324,000-167,glbs/000-167/293bb490c47646c59baa2e2998685324.glb,5,single_domain,90.2,952252,55019350b6bf1df5d4e199e3851c692145bb5e405e71b95007597e7dd2dd23f5
293c8cbba7ca484a8680760d04777721,000-163,glbs/000-163/293c8cbba7ca484a8680760d04777721.glb,15,single_domain,1.0,1209408,17eeeb453568dc0812e8a71d4ebfac094d63be059b4f4de211c3ec85c481bc1a
293f1c78e707410486606333c7d891e3,000-167,glbs/000-167/293f1c78e707410486606333c7d891e3.glb,2,single_domain,1.0,4231152,3ecc022ef661ceafe7c851c825cf0601214a187ff399ee448ac6bc0a7e0f9597
294110b4cd7c47669ef886c2a835f620,000-167,glbs/000-167/294110b4cd7c47669ef886c2a835f620.glb,80,single_domain,90.2,2957972,b011194f8b1c64912775db98bd510b0cdae36fd6e067f3c0f2bea239c5be8814
29492ba72df64954b6b7c45080143cb1,000-164,glbs/000-164/29492ba72df64954b6b7c45080143cb1.glb,22,rigid_soft_coupling,1691666.7,3459636,1731681cd075547ed3ef13a42068bb568a56d8bf3a439913969197aab2f54d96
294ad9f9f0bb4223b8a71c2aec6f7104,000-017,glbs/000-017/294ad9f9f0bb4223b8a71c2aec6f7104.glb,97,single_domain,87.3,91884,f0ee3612226e7e705e99171e1180f9aa3e00a712b206c216c9142394b95bab47
294e2950fae04576bfc0adc240701923,000-113,glbs/000-113/294e2950fae04576bfc0adc240701923.glb,5,single_domain,1.0,145452,e3940480a55dda476d46931604f1fb4c386d1d86260704965ca106e545c9308d
2951cb6633cc4e04a436c8e3d5c2ffbf,000-167,glbs/000-167/2951cb6633cc4e04a436c8e3d5c2ffbf.glb,128,single_domain,90.2,3797776,bb5b914ec2319496f985c69e5043e076dfe1f224ea1d5d170571c19a1d49f5e6
2951d8ff611440508d37961baf6ab25c,000-163,glbs/000-163/2951d8ff611440508d37961baf6ab25c.glb,19,rigid_soft_coupling,76790.7,1813332,7b5aac93975d804797ef5e82e4ca3a0ac0218f7777eefb03b8ae95a94b44f247
2954e40586b342e49b56fc7d7377471b,000-167,glbs/000-167/2954e40586b342e49b56fc7d7377471b.glb,4,implicit_or_substep,23068.2,7344,9b3ea98e0b1a4608bad5b9233f1e3bdd27589393f2cf8494856764d9fb204d85
29560171acf742e5baf0ce89d61226eb,000-043,glbs/000-043/29560171acf742e5baf0ce89d61226eb.glb,9,single_domain,2.9,11996,37658c6797caee9d25971cf09ddbaaef558cbb245d7c8f4fbab84225a753e179
29570056ebce4b38b9f6550b3253cd67,000-162,glbs/000-162/29570056ebce4b38b9f6550b3253cd67.glb,17,rigid_soft_coupling,1691666.7,1316020,f0ed347decabfa1186d0e0ce4f62d6435048dee9f24bdd1b870ff488c7392dd2
2957b141b5a5403a85be7b6da2706145,000-050,glbs/000-050/2957b141b5a5403a85be7b6da2706145.glb,4,implicit_or_substep,23068.2,1763616,a4afc2916dfc66ed93eb5d88e2543c646d1103c8e16efa828ef22ba2ad7380b7
29586235b4374205a21d2fc0442dd3cb,000-167,glbs/000-167/29586235b4374205a21d2fc0442dd3cb.glb,35,single_domain,90.2,1605112,258267835774e704c12bd0a24d0d27f37634ef6a5720f3b43c2dda88e5fb827f
295ed09898bf457a9769248f89c33ec1,000-000,glbs/000-000/295ed09898bf457a9769248f89c33ec1.glb,3,implicit_or_substep,23068.2,2400132,ee9c27d70fe65d1b6ffcf51318f0e8f3435d0df332bb910f301c74c3f0c3caaa
2964d67da14148a28eca78b37c16f51d,000-160,glbs/000-160/2964d67da14148a28eca78b37c16f51d.glb,22,rigid_soft_coupling,1691666.7,26965024,a35d606e10b1f1462ec4ac527b6f429c9818ebe1b043f923cdf83d4f9f9fe256
29671f346a1e4e2fbb3741168aecb7e2,000-001,glbs/000-001/29671f346a1e4e2fbb3741168aecb7e2.glb,5,rigid_soft_coupling,1063333.3,1760260,ecfafbd3fba51d558c7ea899f88b93d3081ebce119c1bce3c4384d042c88b96d
296fc4961d5d4ddd984fa527bb3cf3d1,000-167,glbs/000-167/296fc4961d5d4ddd984fa527bb3cf3d1.glb,32,rigid_soft_coupling,1691666.7,1851060,706abd5d6286412b8d00c37aa8dfde4416956b0adf94571feafbb56009de8bbf
2972c0ae70fd443e9a291cad1c1678b1,000-163,glbs/000-163/2972c0ae70fd443e9a291cad1c1678b1.glb,14,rigid_soft_coupling,76790.7,1785176,fb1cbb1db018556f49810e65da42b1ba9ae939564fd939829663270627692e3d
2974f5a3ab9d3de4a7cb37896f20e959,000-162,glbs/000-162/2974f5a3ab9d3de4a7cb37896f20e959.glb,6,single_domain,61.4,777328,c64170ec1ee05df570ad19bc50840b3716a0e2f909c2990a072bf8194f46e17c
29755128ba0b46e89eb5369bb1ff754e,000-164,glbs/000-164/29755128ba0b46e89eb5369bb1ff754e.glb,5,rigid_soft_coupling,1691666.7,449612,d8a5095344d84aabf6e53038f691836de13da6c359d1b5bd092b30a0681e3bd3
297588ce9fcc4909bfcc1aebe79126ce,000-164,glbs/000-164/297588ce9fcc4909bfcc1aebe79126ce.glb,26,rigid_soft_coupling,76790.7,2178228,21a75571d8c779f1eba9ca737d5e39759d04de77aaa6beaa6071596b78a76a19
29788efa3f9c4254bd1501b76b2a3558,000-167,glbs/000-167/29788efa3f9c4254bd1501b76b2a3558.glb,2,single_domain,1.0,10160,7b4828e25ab56febf0dfd9f5c26abdf505e7e690f52255e9006274ebce0acdf5
297a6458cfda40cda6266e400865e88f,000-162,glbs/000-162/297a6458cfda40cda6266e400865e88f.glb,9,rigid_soft_coupling,76790.7,686856,74aad1942c5e696204d0fcae06c68337dc3d37955d3499c61666a44ce4827f78
297ae078c07a41818a8da680f5691d5e,000-165,glbs/000-165/297ae078c07a41818a8da680f5691d5e.glb,17,rigid_soft_coupling,1691666.7,1633360,b52f9d8679188608545164c886b26169919041d541e5684e75c996a705022822
29853d7422de4f0f9dc3044712e2c1f8,000-167,glbs/000-167/29853d7422de4f0f9dc3044712e2c1f8.glb,4,single_domain,56.7,49212,882465157e4cd657a32bb46ae638f05508ea41822d6a3447f875edc8b048c17d
29859ba81bae4ce3985c5ef6651d14aa,000-160,glbs/000-160/29859ba81bae4ce3985c5ef6651d14aa.glb,11,rigid_soft_coupling,76790.7,3607168,7c861d34232cda6b27274739427b944ee999527594f36e614a7925a869549581
29863aa8d67449c2b3c99c4a1d8b01c7,000-164,glbs/000-164/29863aa8d67449c2b3c99c4a1d8b01c7.glb,4,single_domain,1.0,2159820,1462d4d437c0983fa392fc803188daed68e794854e4e0d6f981db83a743dd9c2
29876728d3804f299860a24d46ee1828,000-161,glbs/000-161/29876728d3804f299860a24d46ee1828.glb,19,rigid_soft_coupling,1691666.7,27416012,8ca5df371461502464860d6c5cd9e9710072506090f17a44628c66baf4d3f843
2987f74a6a9948e0a15fdef10895ad06,000-164,glbs/000-164/2987f74a6a9948e0a15fdef10895ad06.glb,19,rigid_soft_coupling,1691666.7,1303260,c9bf214cce072fb9092d0add716a75741050a56060e77fdfa6c58a8784a97c34
298a69d809eb497182655b180efe7f42,000-167,glbs/000-167/298a69d809eb497182655b180efe7f42.glb,2,implicit_or_substep,23068.2,2674068,a3c8419c5b156e1dad8cce7d89bf964ae8f8dd57473b3c1dd31ae4a258bc766b
298ed9928e6d4e22b3c0856ff40afe62,000-167,glbs/000-167/298ed9928e6d4e22b3c0856ff40afe62.glb,18,single_domain,3.2,1464720,6d9718a0c0e02b9fa8bc6e2766df6e157fc2e765ce90f62e18a170994533c712
298ed9ae6f9b41dd8ee0c0c5b412f343,000-029,glbs/000-029/298ed9ae6f9b41dd8ee0c0c5b412f343.glb,16,rigid_soft_coupling,1691666.7,916052,efb777932842509aacb0e8575cdb9354a5f0a1b95fc17c01b117632616992eb5
299151cb709748b9a2851dd2008721a1,000-164,glbs/000-164/299151cb709748b9a2851dd2008721a1.glb,8,rigid_soft_coupling,1691666.7,2399232,b677942bf9c6334f1ccaa2adb5c1640f95d2d901fdd920c4fcce4a8b42939e10
2992f7f6b4d4433a80569568a080b7aa,000-164,glbs/000-164/2992f7f6b4d4433a80569568a080b7aa.glb,38,rigid_soft_coupling,1691666.7,1028236,6b38e4d89e6687fcd37911f9dd72a2cbfed4e5b6619b3fbf2e5619a5509905e6
299408c47a9042e092534fb5ecac31d3,000-061,glbs/000-061/299408c47a9042e092534fb5ecac31d3.glb,45,single_domain,90.2,2019784,a0efdfe6a01f47d35ec615ab81590e2017f05136ba1a8dbfd89440cb7849361e
2994ce2010b04d7f888d5e2feb5cef63,000-075,glbs/000-075/2994ce2010b04d7f888d5e2feb5cef63.glb,7,rigid_soft_coupling,1691666.7,298368,31514d57094218a7a0b1b9235ed33bc9fc572a09ebe26a1873daecf4ad427a2a
2997671013da4cb085e900719e783324,000-002,glbs/000-002/2997671013da4cb085e900719e783324.glb,12,rigid_soft_coupling,1691666.7,32344,ea99dbf73c78810192f64bb4cb0521e544615118a9820a2d00a60f1e2f68f9f2
299af53a387740898e99e2c728987e78,000-160,glbs/000-160/299af53a387740898e99e2c728987e78.glb,9,rigid_soft_coupling,76790.7,3736400,25412180fa63846dd70f0d53c0c62a1757a7bb3b6963f1ed9f8fdc56f8b99ac3
299c2ac95cb3438daf07fab423c1cd83,000-167,glbs/000-167/299c2ac95cb3438daf07fab423c1cd83.glb,1,single_domain,1.0,7048,2d81c4f50ae2f2c8fa331b9e0e43a11e313c812f6b4b6cc2892c6c0586ea3dff
299cede7bbce4ec99facbf37394722f1,000-161,glbs/000-161/299cede7bbce4ec99facbf37394722f1.glb,46,single_domain,61.4,3616044,30bacb3d3a26715ccb0335976e825ac483d4af1ce2fe23859f23ced81fbd0b08
29a251d5dc8041a193c882ab5ebf7946,000-167,glbs/000-167/29a251d5dc8041a193c882ab5ebf7946.glb,4,single_domain,1.1,4376368,f6bdc9af11780341fa0cdae1e910753f12560f639d9988bc87d69d5e12c15712
29abc3debb144e7eadbad946116d31bb,000-167,glbs/000-167/29abc3debb144e7eadbad946116d31bb.glb,2,rigid_soft_coupling,521666.7,125656,e140e20a544f2883585bb997fa92feadea5ef45739c7a13cb0cbfd5afdc49fb8
29abc9f1cf9643d18afd8647f18fceb2,000-124,glbs/000-124/29abc9f1cf9643d18afd8647f18fceb2.glb,11,rigid_soft_coupling,1063333.3,339192,c957a412062ca4a0f218fe5651a2081620dcc86174e394f0f8832ac71a12a493
29ac50788f65463cbd6ccd4df4ca447e,000-006,glbs/000-006/29ac50788f65463cbd6ccd4df4ca447e.glb,6,single_domain,2.9,131428,bfbba976dd5709b7603f4b5a6590a02543cc61193bdf115f498c4a7858d2e14a
29acc858e51f4e41a3932e8715bb624d,000-160,glbs/000-160/29acc858e51f4e41a3932e8715bb624d.glb,7,rigid_soft_coupling,1691666.7,1711580,a891717510a20ebd3f61bfbed74236344013f5149e0af9ca06532aeef92381ab
29ad5eef235b45f799c9611dd7761974,000-041,glbs/000-041/29ad5eef235b45f799c9611dd7761974.glb,7,single_domain,1.0,366252,7dc852aa2eadc3045b83332fffdcec51ea174bb1e5b76fbb19674906795543a7
29b0e6b32961412aa817b1cc3a050cab,000-167,glbs/000-167/29b0e6b32961412aa817b1cc3a050cab.glb,3,single_domain,1.0,3712268,1f4b5f92b01585748ebc1c7fbf7689bb29182ef38687497afa26dd24da1c930b
29b11ecfe0694f82a09effca1c9137b1,000-166,glbs/000-166/29b11ecfe0694f82a09effca1c9137b1.glb,6,single_domain,21.3,919676,559e770ecc1c45364d6e149f7e17fc1b7232d3264eb09533ef0a7cd47fd1de20
29b870d3cd513ca9a3771e5875cc34e0,000-166,glbs/000-166/29b870d3cd513ca9a3771e5875cc34e0.glb,14,rigid_soft_coupling,916666.7,700608,6854ad47a279221190770a34ebd42664a27b326041c750fc66a6ea31a88db829
29ba5b695940401480e5d27a048c40bf,000-076,glbs/000-076/29ba5b695940401480e5d27a048c40bf.glb,11,single_domain,1.0,530476,60d53ec79b5e1663a28db4b2ad26c45391e7f5b1580c0a39785557bf04f8d542
29baaa82cd964e1dbdc35c254e996e01,000-064,glbs/000-064/29baaa82cd964e1dbdc35c254e996e01.glb,4,single_domain,1.8,2085344,d34225e04dee8364364d17de1ecd5a4eacc5368a602a620488311d9a739d008d
29c44da10fa244799b2a716b3e1b456b,000-167,glbs/000-167/29c44da10fa244799b2a716b3e1b456b.glb,16,rigid_soft_coupling,1691666.7,571652,e488a48afa911879637f785d6f3c530c4b9497e3739528be6b516a31c0e452ca
29c5de3da397357f90e347690adf12c1,000-162,glbs/000-162/29c5de3da397357f90e347690adf12c1.glb,10,rigid_soft_coupling,76790.7,734404,2ca134daf06b90f61b8c8e1dddb4e31696518b8ba20173f90446a3d7c1121aa5
29c6e82eb93341ee9e0b071100220405,000-165,glbs/000-165/29c6e82eb93341ee9e0b071100220405.glb,10,rigid_soft_coupling,76790.7,2197672,42914b17ddf1c57d1ff98f97583cde733da2f870e5bdb488cd6bc88debe6d560
29c9e15d9bfc4316b89f18fafeed34c9,000-119,glbs/000-119/29c9e15d9bfc4316b89f18fafeed34c9.glb,34,rigid_soft_coupling,1691666.7,7526940,8ca195ce2ca90e5d2773addda2c87473a1e6dbead6474848b25d9d85307b2fa2
29ca44cf368348f7adf5865f31ba48ab,000-167,glbs/000-167/29ca44cf368348f7adf5865f31ba48ab.glb,2,single_domain,1.0,1848372,0a67ec35f1caf74317fb4cc861cb6ebdf110977dbac90aef84a987616a985e36
29cb9c2e4cef44e2bcad986dc6cb039a,000-035,glbs/000-035/29cb9c2e4cef44e2bcad986dc6cb039a.glb,11,rigid_soft_coupling,1063333.3,118872,857990616a6547ec1f4e2931b9748118888f660d5f20a13cb01c1a0afedb2ef2
29cbfebb351b4648a776bc6f2033f2e1,000-110,glbs/000-110/29cbfebb351b4648a776bc6f2033f2e1.glb,3,rigid_soft_coupling,1063333.3,382200,69340df67a37f8358c8b9c3703d0bfbfd5fc21a5b52ace18de6823ef8734ffc5
29cc9624894a4f2cae7d2a675044db45,000-116,glbs/000-116/29cc9624894a4f2cae7d2a675044db45.glb,23,single_domain,255.7,1797300,f4e4b1ccb152fa5c841e9324fc8cf4ba77673afbfdce629446023e80567be48e
29cd8bd612ed46b59ffabb44444b03fa,000-124,glbs/000-124/29cd8bd612ed46b59ffabb44444b03fa.glb,8,single_domain,1.0,49660,bc2f999b9886ad0b970b4e979f030d52852e8085e6627dfe80176310c88a6d0a
29cff78758ac4d20b1ae20fca436d301,000-163,glbs/000-163/29cff78758ac4d20b1ae20fca436d301.glb,10,single_domain,2.9,2254256,a764827e959aa2528784253c70c4c6d6bb897c17722fdda66ec3f58a8aeb3697
29d1a4fbd9df4d30ab0e1e635b9a2850,000-164,glbs/000-164/29d1a4fbd9df4d30ab0e1e635b9a2850.glb,14,rigid_soft_coupling,76790.7,1174804,2900a4514260299bd8ed5bedf7bf53421a589d0a83b7d66b4a2030522459e4db
29d216a7dcc340998a3f537bf99bb3a1,000-167,glbs/000-167/29d216a7dcc340998a3f537bf99bb3a1.glb,4,implicit_or_substep,14500.0,3904236,9961ee1f6b3dfbbd727a3b6513c54773926fff0013bf1b7bf0d9c28f476f8aa5
29d45f17c3cc42b6973b0aacbb6c058f,000-160,glbs/000-160/29d45f17c3cc42b6973b0aacbb6c058f.glb,20,rigid_soft_coupling,1691666.7,12039208,f6552c0cbf947c5f22b295957448f781e5ece2ebe0251e7b35c1068e3259fc19
29d57ec245ce47e1a8fdaec94d419fca,000-167,glbs/000-167/29d57ec245ce47e1a8fdaec94d419fca.glb,81,rigid_soft_coupling,3483.0,201048,c4dde7cd4112374aa07e90002b4d96f8c609bef040f2284d30c05eb3ea2b23c8
29dd3c4b865d4b2aabb2b6b3b1726178,000-167,glbs/000-167/29dd3c4b865d4b2aabb2b6b3b1726178.glb,4,implicit_or_substep,23068.2,1482860,70eee598f7285cead01f23c017995e37576b173b32192c3f045daaf81e861ca3
29e40711908948ee9392e57bd1e23742,000-034,glbs/000-034/29e40711908948ee9392e57bd1e23742.glb,9,single_domain,4.1,106764,68b5b909510c7f209efd0bd75b41f9b227ab4e0d4437ebb63d8b2354f1c79253
29e733bbae544d81bcf90d7cdde5bda6,000-167,glbs/000-167/29e733bbae544d81bcf90d7cdde5bda6.glb,3,implicit_or_substep,23068.2,1435900,a26b1e72b13565919fa15b198ee9b4904d77cfa276da5edf2e720b2627c7b1ed
29e778479ec749fdaf9caf126850831a,000-118,glbs/000-118/29e778479ec749fdaf9caf126850831a.glb,20,single_domain,255.7,340384,3ad08710f7399345d08eae22074ec767b01105c62e905607d24d5ca754601955
29ec3177bf844092a6e631bc45215b06,000-034,glbs/000-034/29ec3177bf844092a6e631bc45215b06.glb,12,rigid_soft_coupling,1063333.3,3694312,d1e6cd45c63b8da3a98a057d4924e7f3e26b7c2443f2c8e40a99de692b190615
29f0c38b8da44181ae3014b1eb650fb0,000-164,glbs/000-164/29f0c38b8da44181ae3014b1eb650fb0.glb,20,rigid_soft_coupling,1691666.7,971992,5eb2f63f002939d8276720e1c863d454adf093267c6bb63949827a8b0a851438
29f12e6f1b9546bab56ca9b780b14c5d,000-017,glbs/000-017/29f12e6f1b9546bab56ca9b780b14c5d.glb,13,rigid_soft_coupling,1691666.7,67584,04497ad83be5918c45bb15a69be3e015746e41ec0ccfc297fbee2a80ed8a6129
29f29f33839544a1a3ae6d5049482b36,000-164,glbs/000-164/29f29f33839544a1a3ae6d5049482b36.glb,19,rigid_soft_coupling,1637500.0,1715656,381a67b50881695359e5b981bf21abcdb355f1b9459550720d05bc6cda067bf6
29f2f76eeec74c7d801ddd92dd9fc6d5,000-161,glbs/000-161/29f2f76eeec74c7d801ddd92dd9fc6d5.glb,25,rigid_soft_coupling,1063333.3,4770272,cb9b4de25e4323bdb4a082b94927eefbd5397144a0eba08aea7837bd7cb3a499
29f53b6290e743d8a3d0ee04fe692f4a,000-164,glbs/000-164/29f53b6290e743d8a3d0ee04fe692f4a.glb,26,rigid_soft_coupling,916666.7,2406536,11dfdccf350fbc13106ea50655e6576821cd99ac4bbff557d1db27883b1a8e6c
